date,flight_sorties,is_holiday,user_type,enterprise_name,admin_region,aircraft_model,day_of_week,cross_region,time_slot,flight_duration,flight_distance,altitude_interval,aircraft_category,entity_id
2023-12-12,2,No,Enterprise,Ent_28,Baoan,Matrice 300,Tuesday,Luohu-Baoan,12:00-13:00,34,2.850734863300961,>600m,Industrial,Entity_92
2023-12-08,1,No,Individual,Ent_75,Futian,V1500,Friday,Nanshan-Longgang,06:00-07:00,30,15.167684941982142,100-300m,Passenger,Entity_25
2023-09-10,4,Yes,Unknown,Ent_58,Longgang,V1500,Sunday,Baoan-Nanshan,20:00-21:00,40,4.926582476506723,100-300m,Passenger,Entity_117
2023-12-31,1,Yes,Enterprise,Ent_9,Longgang,V1500,Sunday,Baoan-Futian,07:00-08:00,34,19.57370605413019,>600m,Consumer,Entity_152
2023-10-16,4,No,Enterprise,Ent_24,Luohu,Mavic 3,Monday,Luohu-Futian,21:00-22:00,10,13.792766376346377,300-600m,Logistics,Entity_50
2023-12-30,2,Yes,Individual,Ent_80,Longgang,V1500,Saturday,Futian-Futian,06:00-07:00,35,16.462161841744816,300-600m,Industrial,Entity_98
2023-08-31,4,No,Unknown,Ent_2,Longgang,Agras T40,Thursday,Nanshan-Futian,19:00-20:00,13,13.84191064615461,>600m,Passenger,Entity_85
2023-05-21,4,Yes,Individual,Ent_28,Longgang,Mavic 3,Sunday,Nanshan-Luohu,17:00-18:00,16,15.029987787230136,300-600m,Industrial,Entity_9
2023-01-04,5,No,Unknown,Ent_59,Futian,Matrice 300,Wednesday,Futian-Nanshan,07:00-08:00,6,12.222305160400126,0-100m,Passenger,Entity_109
2023-05-17,4,No,Enterprise,Ent_19,Nanshan,Matrice 300,Wednesday,Longgang-Luohu,18:00-19:00,54,12.151497541931937,300-600m,Consumer,Entity_98
2023-02-20,2,No,Enterprise,Ent_53,Nanshan,Matrice 300,Monday,Nanshan-Futian,14:00-15:00,33,2.2417267901371405,0-100m,Passenger,Entity_153
2023-08-07,3,No,Individual,Ent_36,Baoan,Agras T40,Monday,Nanshan-Futian,12:00-13:00,8,6.863013148855218,100-300m,Consumer,Entity_110
2023-01-12,3,No,Individual,Ent_76,Longgang,Mavic 3,Thursday,Longgang-Nanshan,09:00-10:00,32,0.5960213631344677,>600m,Passenger,Entity_191
2023-08-16,5,No,Individual,Ent_66,Luohu,Mavic 3,Wednesday,Futian-Luohu,09:00-10:00,56,16.21593860033581,100-300m,Logistics,Entity_4
2023-11-27,1,No,Enterprise,Ent_55,Nanshan,V1500,Monday,Futian-Futian,06:00-07:00,47,10.674304749449703,>600m,Consumer,Entity_156
2023-11-12,5,Yes,Individual,Ent_72,Luohu,EH216,Sunday,Baoan-Luohu,16:00-17:00,57,15.002618200703244,>600m,Consumer,Entity_80
2023-04-07,5,No,Enterprise,XAG,Longgang,Matrice 300,Friday,Nanshan-Baoan,12:00-13:00,30,5.166814187650212,0-100m,Consumer,Entity_3
2023-11-19,1,Yes,Individual,Ent_90,Luohu,EH216,Sunday,Baoan-Futian,06:00-07:00,13,16.198426979665168,300-600m,Passenger,Entity_166
2023-11-02,4,No,Individual,Ent_17,Futian,Agras T40,Thursday,Luohu-Baoan,12:00-13:00,55,17.8403625478939,100-300m,Logistics,Entity_186
2023-07-21,2,No,Enterprise,EHang,Futian,V1500,Friday,Longgang-Nanshan,18:00-19:00,55,15.277512661229652,100-300m,Passenger,Entity_32
2023-05-02,1,No,Unknown,Ent_87,Futian,Matrice 300,Tuesday,Luohu-Luohu,12:00-13:00,28,19.581453419793444,>600m,Industrial,Entity_112
2023-10-12,5,No,Individual,XAG,Baoan,V1500,Thursday,Futian-Baoan,20:00-21:00,49,1.3519105232528774,100-300m,Passenger,Entity_198
2023-08-13,1,Yes,Unknown,Ent_86,Baoan,V1500,Sunday,Longgang-Baoan,18:00-19:00,23,13.35815437936065,100-300m,Consumer,Entity_27
2023-02-16,1,No,Unknown,Ent_77,Futian,Agras T40,Thursday,Baoan-Futian,08:00-09:00,45,0.7265699354299625,0-100m,Passenger,Entity_16
2023-10-20,3,No,Enterprise,Ent_62,Baoan,V1500,Friday,Baoan-Nanshan,18:00-19:00,14,11.095005249363938,300-600m,Logistics,Entity_98
2023-01-03,5,No,Enterprise,Ent_95,Futian,V1500,Tuesday,Longgang-Luohu,18:00-19:00,56,12.26510150429517,300-600m,Consumer,Entity_169
2023-04-09,4,Yes,Unknown,DJI,Luohu,Agras T40,Sunday,Longgang-Nanshan,07:00-08:00,58,9.932326436274101,0-100m,Industrial,Entity_161
2023-09-26,4,No,Unknown,Ent_6,Futian,V1500,Tuesday,Nanshan-Baoan,12:00-13:00,60,11.582165386063611,100-300m,Passenger,Entity_30
2023-02-16,3,No,Enterprise,Ent_28,Futian,Matrice 300,Thursday,Futian-Nanshan,06:00-07:00,12,3.0434356486371668,100-300m,Logistics,Entity_1
2023-07-29,3,Yes,Individual,Ent_89,Nanshan,Mavic 3,Saturday,Futian-Longgang,14:00-15:00,55,12.593918866697537,0-100m,Logistics,Entity_92
2023-12-12,5,No,Unknown,Ent_70,Luohu,Mavic 3,Tuesday,Luohu-Baoan,18:00-19:00,44,7.934682630838248,300-600m,Consumer,Entity_187
2023-01-29,2,Yes,Enterprise,Ent_84,Longgang,V1500,Sunday,Longgang-Baoan,20:00-21:00,11,9.996450907090868,0-100m,Consumer,Entity_115
2023-06-30,2,No,Individual,Ent_62,Baoan,Agras T40,Friday,Baoan-Nanshan,11:00-12:00,29,5.556830740394352,100-300m,Logistics,Entity_45
2023-12-29,4,No,Individual,Ent_1,Baoan,EH216,Friday,Nanshan-Luohu,08:00-09:00,8,8.859692353193314,300-600m,Consumer,Entity_19
2023-04-18,4,No,Unknown,Ent_99,Baoan,Mavic 3,Tuesday,Baoan-Baoan,12:00-13:00,58,6.262522406582566,0-100m,Industrial,Entity_158
2023-03-28,1,No,Enterprise,Ent_83,Baoan,Matrice 300,Tuesday,Nanshan-Luohu,09:00-10:00,35,5.0625196446495035,100-300m,Industrial,Entity_137
2023-06-24,1,Yes,Individual,Ent_45,Luohu,Agras T40,Saturday,Luohu-Longgang,14:00-15:00,47,19.59405473856418,0-100m,Passenger,Entity_6
2023-10-02,4,No,Unknown,Ent_93,Baoan,Agras T40,Monday,Nanshan-Luohu,19:00-20:00,17,11.43649798363411,300-600m,Consumer,Entity_187
2023-11-27,2,No,Enterprise,Ent_82,Longgang,Mavic 3,Monday,Luohu-Futian,18:00-19:00,37,6.16014810011285,0-100m,Industrial,Entity_195
2023-01-25,2,No,Unknown,Ent_99,Longgang,EH216,Wednesday,Longgang-Baoan,08:00-09:00,52,6.770008546997354,300-600m,Passenger,Entity_38
2023-08-15,2,No,Unknown,Ent_53,Futian,EH216,Tuesday,Nanshan-Nanshan,13:00-14:00,60,8.517635782503913,0-100m,Industrial,Entity_200
2023-06-22,4,No,Unknown,Ent_44,Futian,Mavic 3,Thursday,Futian-Futian,17:00-18:00,57,8.995196302022515,300-600m,Passenger,Entity_160
2023-12-22,2,No,Unknown,Ent_23,Futian,Agras T40,Friday,Futian-Nanshan,11:00-12:00,44,7.7184454551492765,100-300m,Consumer,Entity_134
2023-06-01,1,No,Unknown,Ent_84,Nanshan,Matrice 300,Thursday,Longgang-Futian,08:00-09:00,18,13.550111203198579,100-300m,Passenger,Entity_165
2023-05-06,3,Yes,Unknown,Ent_57,Longgang,V1500,Saturday,Luohu-Luohu,07:00-08:00,24,16.583240961862234,300-600m,Passenger,Entity_169
2023-05-23,3,No,Unknown,Ent_50,Longgang,Mavic 3,Tuesday,Baoan-Longgang,13:00-14:00,35,17.09635294830075,300-600m,Consumer,Entity_20
2023-07-30,2,Yes,Individual,Ent_24,Nanshan,V1500,Sunday,Luohu-Baoan,16:00-17:00,34,16.931047923648116,100-300m,Industrial,Entity_108
2023-03-06,1,No,Individual,Ent_38,Futian,Matrice 300,Monday,Luohu-Nanshan,18:00-19:00,41,4.826377027560097,100-300m,Consumer,Entity_169
2023-12-10,2,Yes,Enterprise,Ent_32,Baoan,Mavic 3,Sunday,Longgang-Luohu,12:00-13:00,58,6.879788880011828,100-300m,Industrial,Entity_26
2023-04-13,4,No,Individual,Ent_46,Baoan,Mavic 3,Thursday,Longgang-Baoan,08:00-09:00,8,14.028267059441026,100-300m,Logistics,Entity_1
2023-05-24,4,No,Unknown,Ent_11,Luohu,Mavic 3,Wednesday,Luohu-Longgang,16:00-17:00,52,9.91605039729777,300-600m,Passenger,Entity_95
2023-05-12,2,No,Individual,Ent_51,Baoan,Matrice 300,Friday,Futian-Longgang,18:00-19:00,39,10.608597206863498,>600m,Industrial,Entity_184
2023-03-15,4,No,Unknown,Ent_73,Luohu,V1500,Wednesday,Futian-Luohu,13:00-14:00,40,4.892775394677348,0-100m,Passenger,Entity_41
2023-07-12,4,No,Enterprise,Ent_12,Luohu,Agras T40,Wednesday,Luohu-Longgang,10:00-11:00,55,8.688348497978975,100-300m,Logistics,Entity_144
2023-05-27,2,Yes,Individual,Ent_62,Nanshan,EH216,Saturday,Nanshan-Longgang,17:00-18:00,18,4.8489839580392635,0-100m,Passenger,Entity_177
2023-02-11,3,Yes,Individual,Ent_90,Baoan,EH216,Saturday,Futian-Nanshan,12:00-13:00,28,11.308383424653487,100-300m,Consumer,Entity_87
2023-07-30,3,Yes,Individual,Ent_78,Futian,V1500,Sunday,Nanshan-Luohu,07:00-08:00,31,16.04049113122217,0-100m,Industrial,Entity_27
2023-09-10,3,Yes,Individual,Ent_18,Nanshan,Agras T40,Sunday,Futian-Baoan,20:00-21:00,48,15.460381602180306,100-300m,Consumer,Entity_104
2023-02-21,4,No,Unknown,Ent_38,Longgang,V1500,Tuesday,Nanshan-Luohu,19:00-20:00,19,10.766067183544907,100-300m,Logistics,Entity_173
2023-01-02,1,No,Individual,Ent_14,Luohu,Matrice 300,Monday,Baoan-Baoan,11:00-12:00,46,16.837885593047034,0-100m,Passenger,Entity_138
2023-07-21,3,No,Unknown,Ent_61,Nanshan,V1500,Friday,Futian-Luohu,18:00-19:00,49,2.4268897083685608,0-100m,Industrial,Entity_128
2023-10-06,5,No,Unknown,Ent_14,Futian,Matrice 300,Friday,Luohu-Baoan,13:00-14:00,42,2.8273028108383382,0-100m,Consumer,Entity_169
2023-03-13,3,No,Individual,Ent_98,Nanshan,Agras T40,Monday,Longgang-Nanshan,08:00-09:00,45,8.522551440250895,0-100m,Industrial,Entity_159
2023-12-21,3,No,Unknown,Ent_65,Nanshan,Mavic 3,Thursday,Luohu-Longgang,18:00-19:00,13,2.2040743266557463,300-600m,Consumer,Entity_95
2023-12-22,5,No,Unknown,Ent_35,Baoan,Matrice 300,Friday,Futian-Nanshan,17:00-18:00,13,0.5764527324254994,0-100m,Passenger,Entity_88
2023-10-24,2,No,Individual,Ent_65,Futian,Agras T40,Tuesday,Baoan-Luohu,17:00-18:00,32,11.749297547789167,>600m,Passenger,Entity_20
2023-07-03,1,No,Individual,Ent_27,Baoan,V1500,Monday,Luohu-Luohu,20:00-21:00,27,18.84280115600787,100-300m,Industrial,Entity_65
2023-05-25,4,No,Unknown,Ent_27,Futian,EH216,Thursday,Luohu-Longgang,07:00-08:00,44,7.242982400935453,0-100m,Passenger,Entity_36
2023-06-08,1,No,Enterprise,Ent_94,Longgang,Mavic 3,Thursday,Longgang-Luohu,11:00-12:00,11,5.745929090490245,0-100m,Logistics,Entity_90
2023-03-07,4,No,Individual,Ent_86,Longgang,EH216,Tuesday,Longgang-Baoan,20:00-21:00,58,1.3938267227569359,100-300m,Logistics,Entity_69
2023-03-20,3,No,Individual,Ent_90,Nanshan,Mavic 3,Monday,Nanshan-Longgang,21:00-22:00,31,14.440411169076546,100-300m,Consumer,Entity_12
2023-03-09,3,No,Unknown,Ent_85,Futian,Mavic 3,Thursday,Longgang-Futian,15:00-16:00,16,19.00728732551723,100-300m,Consumer,Entity_78
2023-10-02,3,No,Enterprise,Ent_57,Futian,V1500,Monday,Longgang-Luohu,15:00-16:00,24,13.531830498700756,100-300m,Logistics,Entity_21
2023-12-05,1,No,Enterprise,Ent_19,Luohu,EH216,Tuesday,Longgang-Futian,11:00-12:00,26,8.372235884523624,>600m,Industrial,Entity_78
2023-01-06,1,No,Unknown,Ent_51,Baoan,EH216,Friday,Luohu-Luohu,11:00-12:00,32,7.541126064555951,100-300m,Logistics,Entity_25
2023-08-31,4,No,Individual,AutoFlight,Longgang,EH216,Thursday,Longgang-Futian,21:00-22:00,20,15.50928931974182,>600m,Consumer,Entity_80
2023-12-12,1,No,Unknown,Ent_79,Longgang,Mavic 3,Tuesday,Luohu-Futian,17:00-18:00,35,16.067604006550958,300-600m,Consumer,Entity_116
2023-03-21,3,No,Enterprise,Ent_11,Longgang,V1500,Tuesday,Futian-Futian,07:00-08:00,5,1.0913535221090058,>600m,Logistics,Entity_141
2023-02-26,3,Yes,Individual,Ent_78,Futian,V1500,Sunday,Longgang-Luohu,07:00-08:00,9,13.818382545364916,100-300m,Consumer,Entity_16
2023-10-12,4,No,Unknown,Ent_23,Baoan,V1500,Thursday,Longgang-Luohu,08:00-09:00,33,15.602693236876785,300-600m,Industrial,Entity_61
2023-10-21,3,Yes,Unknown,Ent_23,Baoan,V1500,Saturday,Futian-Longgang,19:00-20:00,46,15.964810056617866,>600m,Logistics,Entity_131
2023-06-22,5,No,Enterprise,Ent_48,Baoan,EH216,Thursday,Nanshan-Baoan,11:00-12:00,21,3.3321874703312226,0-100m,Logistics,Entity_117
2023-05-17,3,No,Unknown,Ent_43,Baoan,Agras T40,Wednesday,Luohu-Longgang,06:00-07:00,25,1.3402525400695242,300-600m,Industrial,Entity_82
2023-04-10,5,No,Individual,Ent_37,Baoan,Agras T40,Monday,Nanshan-Baoan,15:00-16:00,59,4.601162636061217,0-100m,Industrial,Entity_199
2023-06-10,4,Yes,Unknown,Ent_32,Luohu,Agras T40,Saturday,Longgang-Luohu,21:00-22:00,41,0.9266536060468175,>600m,Passenger,Entity_185
2023-06-26,4,No,Enterprise,AutoFlight,Futian,V1500,Monday,Longgang-Nanshan,08:00-09:00,32,4.529260735794733,>600m,Logistics,Entity_24
2023-08-11,5,No,Individual,Ent_36,Futian,Agras T40,Friday,Luohu-Futian,20:00-21:00,6,18.159642457503274,100-300m,Passenger,Entity_121
2023-11-29,5,No,Individual,Ent_99,Futian,EH216,Wednesday,Luohu-Nanshan,08:00-09:00,14,6.897640117197995,0-100m,Consumer,Entity_77
2023-07-02,3,Yes,Enterprise,Ent_96,Nanshan,EH216,Sunday,Longgang-Futian,12:00-13:00,30,6.074072318356551,>600m,Industrial,Entity_164
2023-10-01,4,Yes,Enterprise,Ent_94,Longgang,Mavic 3,Sunday,Baoan-Nanshan,11:00-12:00,9,18.839139258710002,0-100m,Consumer,Entity_4
2023-03-11,3,Yes,Unknown,Ent_88,Nanshan,EH216,Saturday,Longgang-Luohu,14:00-15:00,45,13.225519430415453,300-600m,Consumer,Entity_14
2023-04-20,2,No,Unknown,Ent_10,Luohu,V1500,Thursday,Luohu-Baoan,18:00-19:00,40,17.016327713139024,>600m,Consumer,Entity_47
2023-07-19,2,No,Enterprise,Ent_24,Futian,EH216,Wednesday,Nanshan-Longgang,11:00-12:00,48,18.16426542136577,0-100m,Industrial,Entity_30
2023-01-30,5,No,Enterprise,Ent_21,Baoan,Mavic 3,Monday,Luohu-Nanshan,16:00-17:00,18,15.106717215666489,0-100m,Consumer,Entity_118
2023-12-29,1,No,Unknown,Ent_64,Luohu,Matrice 300,Friday,Luohu-Longgang,20:00-21:00,19,18.44269437886265,0-100m,Passenger,Entity_44
2023-02-08,4,No,Unknown,Ent_14,Baoan,Matrice 300,Wednesday,Baoan-Nanshan,19:00-20:00,57,17.500222058798894,100-300m,Logistics,Entity_49
2023-07-04,5,No,Individual,Ent_3,Nanshan,Agras T40,Tuesday,Nanshan-Baoan,19:00-20:00,39,9.221442133551015,>600m,Consumer,Entity_195
2023-05-11,4,No,Enterprise,Ent_59,Baoan,Agras T40,Thursday,Longgang-Baoan,10:00-11:00,20,2.069624478238709,>600m,Logistics,Entity_65
2023-11-28,1,No,Individual,Ent_65,Nanshan,Mavic 3,Tuesday,Futian-Nanshan,17:00-18:00,46,12.313558614538557,300-600m,Industrial,Entity_34
2023-09-27,5,No,Unknown,Ent_89,Futian,V1500,Wednesday,Futian-Luohu,09:00-10:00,48,7.338599781736584,0-100m,Passenger,Entity_77
2023-05-12,3,No,Unknown,Ent_42,Nanshan,V1500,Friday,Futian-Futian,17:00-18:00,28,8.430348895437533,0-100m,Logistics,Entity_13
2023-09-21,1,No,Individual,Ent_75,Luohu,Mavic 3,Thursday,Futian-Longgang,21:00-22:00,50,3.846446805226559,0-100m,Consumer,Entity_33
2023-08-10,2,No,Enterprise,Ent_35,Baoan,EH216,Thursday,Nanshan-Futian,16:00-17:00,40,5.860041930817466,300-600m,Industrial,Entity_171
2023-05-03,1,No,Enterprise,Ent_29,Futian,Agras T40,Wednesday,Nanshan-Futian,08:00-09:00,21,6.369911186306921,300-600m,Consumer,Entity_178
2023-04-28,5,No,Individual,Ent_78,Nanshan,Matrice 300,Friday,Longgang-Futian,16:00-17:00,44,3.67451886169138,300-600m,Consumer,Entity_168
2023-06-08,5,No,Unknown,Ent_28,Longgang,V1500,Thursday,Luohu-Luohu,06:00-07:00,16,6.756190788757664,100-300m,Consumer,Entity_140
2023-04-30,2,Yes,Enterprise,Ent_5,Baoan,Mavic 3,Sunday,Futian-Longgang,10:00-11:00,59,4.046942300737884,0-100m,Passenger,Entity_194
2023-05-01,1,No,Enterprise,Ent_61,Baoan,EH216,Monday,Nanshan-Luohu,14:00-15:00,46,7.647389742459151,>600m,Passenger,Entity_75
2023-11-05,1,Yes,Unknown,Ent_68,Baoan,Matrice 300,Sunday,Futian-Nanshan,12:00-13:00,21,7.5587709139801875,>600m,Industrial,Entity_147
2023-03-31,3,No,Enterprise,Ent_66,Nanshan,Agras T40,Friday,Longgang-Longgang,13:00-14:00,38,5.02178467296164,300-600m,Industrial,Entity_77
2023-02-28,4,No,Unknown,Ent_83,Luohu,Agras T40,Tuesday,Futian-Luohu,07:00-08:00,21,4.052883097615046,100-300m,Industrial,Entity_82
2023-01-19,3,No,Unknown,Ent_17,Nanshan,Mavic 3,Thursday,Luohu-Longgang,07:00-08:00,59,5.123930810047925,0-100m,Passenger,Entity_147
2023-02-08,4,No,Individual,Ent_26,Luohu,Agras T40,Wednesday,Longgang-Futian,06:00-07:00,57,17.351032946109676,100-300m,Consumer,Entity_194
2023-02-10,3,No,Enterprise,Ent_73,Futian,EH216,Friday,Nanshan-Baoan,15:00-16:00,25,2.501063482608374,0-100m,Passenger,Entity_51
2023-03-22,3,No,Unknown,Ent_2,Baoan,V1500,Wednesday,Longgang-Longgang,21:00-22:00,53,9.593725450196615,100-300m,Consumer,Entity_40
2023-10-10,4,No,Enterprise,Ent_27,Longgang,Matrice 300,Tuesday,Luohu-Luohu,18:00-19:00,55,17.084246010472018,300-600m,Passenger,Entity_66
2023-02-22,1,No,Unknown,Ent_59,Baoan,Agras T40,Wednesday,Nanshan-Baoan,15:00-16:00,53,13.208538952470068,0-100m,Passenger,Entity_6
2023-11-19,4,Yes,Unknown,Ent_7,Nanshan,Matrice 300,Sunday,Futian-Futian,09:00-10:00,44,4.229838356527145,100-300m,Consumer,Entity_78
2023-03-13,3,No,Enterprise,Ent_96,Futian,Matrice 300,Monday,Luohu-Longgang,18:00-19:00,22,10.695990782788208,300-600m,Industrial,Entity_17
2023-06-06,1,No,Unknown,Ent_85,Nanshan,Matrice 300,Tuesday,Luohu-Luohu,11:00-12:00,30,17.390525539485218,100-300m,Industrial,Entity_126
2023-12-28,1,No,Unknown,Ent_45,Futian,Agras T40,Thursday,Luohu-Nanshan,08:00-09:00,27,1.0501884422725636,0-100m,Industrial,Entity_50
2023-11-07,3,No,Individual,Ent_1,Nanshan,V1500,Tuesday,Nanshan-Baoan,10:00-11:00,22,9.134895836207669,>600m,Consumer,Entity_182
2023-01-18,2,No,Individual,Ent_53,Nanshan,Agras T40,Wednesday,Nanshan-Longgang,07:00-08:00,33,3.4061770190732643,>600m,Passenger,Entity_164
2023-12-23,2,Yes,Enterprise,Ent_5,Nanshan,Matrice 300,Saturday,Longgang-Futian,11:00-12:00,51,15.73005640675914,100-300m,Consumer,Entity_196
2023-10-16,2,No,Enterprise,Ent_77,Luohu,Agras T40,Monday,Baoan-Baoan,20:00-21:00,17,7.424957267834569,100-300m,Industrial,Entity_37
2023-05-16,2,No,Unknown,Ent_48,Nanshan,EH216,Tuesday,Longgang-Futian,15:00-16:00,43,3.237012113238273,100-300m,Logistics,Entity_167
2023-02-18,2,Yes,Individual,Ent_72,Luohu,Mavic 3,Saturday,Futian-Futian,21:00-22:00,58,5.151252440415628,100-300m,Consumer,Entity_71
2023-09-25,5,No,Individual,Ent_13,Futian,Mavic 3,Monday,Futian-Nanshan,06:00-07:00,7,9.81327101692154,100-300m,Industrial,Entity_82
2023-08-08,4,No,Enterprise,Ent_42,Nanshan,Matrice 300,Tuesday,Baoan-Baoan,20:00-21:00,30,16.233851437954172,>600m,Industrial,Entity_192
2023-07-19,5,No,Unknown,Ent_66,Nanshan,EH216,Wednesday,Longgang-Nanshan,07:00-08:00,35,16.527427306729543,100-300m,Passenger,Entity_64
2023-07-03,5,No,Individual,Ent_76,Baoan,Matrice 300,Monday,Luohu-Longgang,09:00-10:00,30,11.547904462215884,300-600m,Logistics,Entity_71
2023-04-02,3,Yes,Unknown,Ent_85,Nanshan,Matrice 300,Sunday,Longgang-Futian,18:00-19:00,9,3.4131276976915177,100-300m,Passenger,Entity_145
2023-01-27,1,No,Individual,Ent_16,Longgang,Mavic 3,Friday,Luohu-Luohu,19:00-20:00,27,17.684280752562866,100-300m,Passenger,Entity_8
2023-03-08,3,No,Individual,Ent_50,Baoan,Mavic 3,Wednesday,Baoan-Nanshan,15:00-16:00,20,16.943203601160437,100-300m,Consumer,Entity_193
2023-01-14,5,Yes,Individual,Ent_26,Nanshan,V1500,Saturday,Nanshan-Futian,13:00-14:00,45,15.05872316733865,0-100m,Logistics,Entity_145
2023-09-06,4,No,Unknown,Ent_27,Futian,V1500,Wednesday,Baoan-Futian,12:00-13:00,34,6.3069417953149,>600m,Logistics,Entity_46
2023-10-05,1,No,Individual,Ent_83,Futian,EH216,Thursday,Futian-Longgang,11:00-12:00,5,13.53046719631573,300-600m,Passenger,Entity_192
2023-12-27,4,No,Unknown,Ent_37,Baoan,V1500,Wednesday,Nanshan-Baoan,07:00-08:00,41,5.18925938860095,>600m,Logistics,Entity_22
2023-08-20,3,Yes,Individual,Ent_35,Nanshan,Matrice 300,Sunday,Luohu-Luohu,10:00-11:00,17,15.29412283325601,300-600m,Industrial,Entity_181
2023-01-08,2,Yes,Enterprise,Ent_66,Nanshan,Mavic 3,Sunday,Futian-Luohu,11:00-12:00,49,11.163601731018197,100-300m,Logistics,Entity_114
2023-06-11,1,Yes,Unknown,Ent_55,Longgang,Agras T40,Sunday,Futian-Nanshan,10:00-11:00,51,14.854471840674515,300-600m,Passenger,Entity_67
2023-09-21,3,No,Unknown,Ent_98,Nanshan,EH216,Thursday,Longgang-Nanshan,06:00-07:00,13,13.972810158302226,100-300m,Consumer,Entity_174
2023-05-19,1,No,Unknown,Ent_38,Baoan,Mavic 3,Friday,Longgang-Nanshan,21:00-22:00,28,16.520974933715944,300-600m,Passenger,Entity_7
2023-07-02,2,Yes,Unknown,Ent_97,Longgang,Mavic 3,Sunday,Longgang-Luohu,15:00-16:00,34,5.653071820316671,100-300m,Passenger,Entity_133
2023-01-08,3,Yes,Unknown,Ent_84,Luohu,Agras T40,Sunday,Longgang-Longgang,15:00-16:00,24,17.424393642150974,300-600m,Logistics,Entity_47
2023-11-12,5,Yes,Individual,XAG,Nanshan,V1500,Sunday,Futian-Longgang,16:00-17:00,21,14.931931694872189,>600m,Logistics,Entity_200
2023-04-26,2,No,Enterprise,Ent_32,Longgang,V1500,Wednesday,Baoan-Longgang,19:00-20:00,50,12.896725883809541,>600m,Passenger,Entity_186
2023-08-27,4,Yes,Individual,Ent_96,Baoan,Mavic 3,Sunday,Luohu-Baoan,20:00-21:00,17,18.32557690304454,100-300m,Logistics,Entity_67
2023-03-19,4,Yes,Individual,Ent_67,Nanshan,Agras T40,Sunday,Futian-Futian,08:00-09:00,39,1.5014890650923667,300-600m,Consumer,Entity_7
2023-07-12,3,No,Individual,Ent_63,Luohu,V1500,Wednesday,Luohu-Nanshan,21:00-22:00,37,2.104223522569709,300-600m,Industrial,Entity_88
2023-11-11,5,Yes,Unknown,Ent_13,Luohu,Agras T40,Saturday,Baoan-Baoan,18:00-19:00,11,3.489684403367579,0-100m,Logistics,Entity_164
2023-05-22,3,No,Unknown,Ent_16,Baoan,Mavic 3,Monday,Baoan-Nanshan,07:00-08:00,51,3.1992186599850827,>600m,Passenger,Entity_122
2023-07-11,2,No,Enterprise,Ent_3,Luohu,EH216,Tuesday,Futian-Futian,14:00-15:00,20,4.537796935805937,0-100m,Industrial,Entity_29
2023-02-07,4,No,Enterprise,Ent_42,Luohu,V1500,Tuesday,Nanshan-Luohu,17:00-18:00,15,3.0492619159826213,0-100m,Consumer,Entity_95
2023-07-08,5,Yes,Unknown,Ent_27,Longgang,Matrice 300,Saturday,Luohu-Nanshan,10:00-11:00,9,13.201808743826371,0-100m,Industrial,Entity_27
2023-11-03,2,No,Enterprise,Ent_68,Nanshan,V1500,Friday,Futian-Longgang,11:00-12:00,10,4.795365375139343,0-100m,Consumer,Entity_21
2023-01-30,3,No,Individual,Ent_81,Baoan,EH216,Monday,Luohu-Luohu,09:00-10:00,43,4.94483736824231,0-100m,Consumer,Entity_148
2023-06-27,4,No,Individual,XAG,Nanshan,EH216,Tuesday,Longgang-Luohu,06:00-07:00,31,11.426675722630653,>600m,Passenger,Entity_60
2023-12-27,1,No,Unknown,Ent_24,Nanshan,V1500,Wednesday,Longgang-Baoan,19:00-20:00,32,6.205685733348553,0-100m,Consumer,Entity_66
2023-04-23,1,Yes,Individual,Ent_80,Futian,Matrice 300,Sunday,Nanshan-Nanshan,14:00-15:00,12,13.350830747312031,300-600m,Industrial,Entity_100
2023-04-28,2,No,Individual,Ent_89,Longgang,Matrice 300,Friday,Futian-Luohu,21:00-22:00,15,2.2716015202521014,>600m,Logistics,Entity_4
2023-11-18,1,Yes,Enterprise,Ent_58,Longgang,Matrice 300,Saturday,Longgang-Luohu,13:00-14:00,13,19.076388259786988,>600m,Logistics,Entity_63
2023-08-26,4,Yes,Unknown,Ent_56,Longgang,EH216,Saturday,Longgang-Futian,11:00-12:00,35,14.067807574662055,300-600m,Logistics,Entity_50
2023-02-09,1,No,Enterprise,Ent_29,Futian,Matrice 300,Thursday,Futian-Nanshan,09:00-10:00,27,15.931867846430796,>600m,Industrial,Entity_153
2023-07-05,5,No,Unknown,Ent_71,Futian,V1500,Wednesday,Futian-Futian,13:00-14:00,52,3.1680704655986784,300-600m,Passenger,Entity_176
2023-07-05,5,No,Enterprise,Ent_93,Nanshan,Mavic 3,Wednesday,Longgang-Longgang,12:00-13:00,53,6.410313191952036,>600m,Consumer,Entity_37
2023-03-27,4,No,Individual,Ent_42,Futian,Mavic 3,Monday,Nanshan-Baoan,16:00-17:00,34,9.84485337019503,100-300m,Consumer,Entity_48
2023-11-29,5,No,Unknown,Ent_35,Futian,Matrice 300,Wednesday,Luohu-Longgang,16:00-17:00,27,5.276471997762894,0-100m,Passenger,Entity_42
2023-10-01,3,Yes,Enterprise,Ent_84,Futian,Agras T40,Sunday,Luohu-Futian,11:00-12:00,24,2.5047161749709947,300-600m,Passenger,Entity_120
